Feature	Gain	Cover	Frequency
ccomisiones_otras	0.00820058847061221	0.0126718957335976	0.0137666908187558
thomebanking	0.00773467410784746	0.00268331015031431	0.00393334023393024
ccomisiones_mantenimiento	0.0077252165314615	0.0143539051407781	0.00507193872269951
mautoservicio	0.00748831924730578	0.0161563479253138	0.0200807369837491
Visa_mlimitecompra	0.00747921389679714	0.00819775946277862	0.010350895352448
Visa_cconsumos	0.00731559782253576	0.00676934242814028	0.0137666908187558
mcomisiones_mantenimiento	0.00671039115770271	0.0108980172119874	0.00745264465376255
mtarjeta_visa_debitos_automaticos	0.00594111000302911	0.0090361782651291	0.0100403684918745
mextraccion_autoservicio	0.00561297582973057	0.00746052399220802	0.0114894938412173
ctransferencias_recibidas	0.00560577578583799	0.0116529661060504	0.00879826104958079
Master_mpagospesos	0.00552662671956735	0.0174583293079885	0.0105579132594969
ccallcenter_trx	0.00450221043880049	0.00718023218936527	0.00238070593106304
mcuenta_debitos_automaticos	0.00445991395900681	0.0100509008302747	0.010350895352448
Visa_mpagado	0.00436217132534185	0.011401666234415	0.00797018942138495
ctarjeta_visa_debitos_automaticos	0.00431924852106632	0.00550968031383174	0.00641755511851775
Master_status	0.00430684052692542	0.0124729553891806	0.00238070593106304
cproductos	0.00426804014769563	0.00718090850199721	0.00765966256081151
ctarjeta_debito_trx	0.00426237111389583	0.00795879235090214	0.0139737087258048
cextraccion_autoservicio	0.00420395486270755	0.00554991594254511	0.00703860883966463
ctransferencias_emitidas	0.00414709345594724	0.0142192294150563	0.00641755511851775
mpagomiscuentas	0.00405862149090441	0.00903996760502276	0.00786668046786047
Master_mpagominimo	0.00396897721871365	0.00527509431540187	0.00569299244384639
Master_msaldototal	0.00385843815864537	0.00460055700412162	0.00579650139737087
Master_msaldopesos	0.00370944100378263	0.00565087052152302	0.00548597453679743
active_quarter	0.00361882077903485	0.000400387023881937	0.000517544767622399
ctarjeta_debito	0.00349271908947097	0.00430339219568939	0.00507193872269951
ccuenta_debitos_automaticos	0.00287437620582557	0.00880866371201259	0.00786668046786047
mdescubierto_preacordado	0.00279289473406152	0.00578465610047197	0.00165614325639168
ccaja_ahorro	0.00269217490522409	0.00956705881676628	0.00393334023393024
cpagomiscuentas	0.00241878374120573	0.00723939959888594	0.00445088500155264
mplazo_fijo_dolares	0.0022510410721729	0.014754610429428	0.002587723838112
Master_mconsumospesos	0.00190620494756936	0.00445225059513398	0.00434737604802815
Visa_mpagosdolares	0.00186608081943515	0.00599216472918928	0.00382983128040576
cmobile_app_trx	0.00183306124139812	0.00128056315836766	0.00289825069868544
tcallcenter	0.00176227431349699	0.00234309008623996	0.00124210744229376
ccajas_consultas	0.00175942326535306	0.0118268530457637	0.00196667011696512
ctarjeta_master	0.00152049860548344	0.000747534319546669	0.0010350895352448
matm	0.00143970849750646	0.00311160501603773	0.00414035814097919
Master_fultimo_cierre	0.00134318553260649	0.00183620868726261	0.00300175965220992
ccaja_seguridad	0.00133557398410687	0.0066969521120878	0.0015526343028672
Visa_mconsumosdolares	0.00132168878005956	0.00300632402537022	0.00341579546630784
Visa_fultimo_cierre	0.00129372333044295	0.0020105879427889	0.00393334023393024
Visa_Finiciomora	0.00125379433348565	0.00517188701861316	0.0010350895352448
cseguro_accidentes_personales	0.00116995658189039	0.00873904329401887	0.00227719697753856
Visa_status	0.00104623281543441	0.0054568036063655	0.00113859848876928
Master_mconsumototal	0.0010292141651928	0.00249971116229085	0.00300175965220992
Master_cconsumos	0.00094844788017093	0.00259968110964284	0.0031052686057344
ctarjeta_master_trx	0.000935700504547123	0.00144025250569728	0.0015526343028672
catm_trx	0.000827186264449654	0.00443327405834369	0.00227719697753856
ccajas_trx	0.000825156196477292	0.00253083646202105	0.00113859848876928
cinversion1	0.000785832588925439	0.00705836164766725	0.000931580581720319
tpaquete9	0.000753389991181453	0.00502805620792512	0.00134561639581824
mtarjeta_master_consumo	0.000691837787618734	0.00101520990807156	0.00134561639581824
tpaquete7	0.000580773689675973	0.00594237121166276	0.000828071628195839
mcheques_emitidos	0.000564372000542427	0.00236230532160622	0.00031052686057344
Master_msaldodolares	0.000531870198055995	0.000274861410239243	0.00031052686057344
tmobile_app	0.000523299552174589	0.00731588260093905	0.0010350895352448
Master_mpagado	0.000494907046886788	0.00812290756766136	0.00144912534934272
Visa_msaldodolares	0.000491617734051352	0.00135410718420403	0.000931580581720319
Visa_delinquency	0.000491117365857639	0.00188216810891247	0.000724562674671359
ccajas_extracciones	0.000475702922748689	0.00125481852237098	0.000517544767622399
mtarjeta_visa_descuentos	0.000446160757097637	0.00583065530521783	0.00165614325639168
cplazo_fijo	0.000379679423030924	0.00172045479657404	0.000517544767622399
ctarjeta_visa	0.000308876912004802	0.000313734467914742	0.000414035814097919
mttarjeta_master_debitos_automaticos	0.000278473178919893	0.00256916747501359	0.000931580581720319
ctarjeta_master_debitos_automaticos	0.000239450114104251	0.000848255172835597	0.000517544767622399
internet	0.000239308483708488	0.00271946801168805	0.000517544767622399
minversion2	0.000226017719942464	0.00382982416672204	0.000517544767622399
Master_mpagosdolares	0.000218098190986222	0.000384070981636406	0.0010350895352448
mcaja_ahorro_adicional	0.000209097768885848	0.00147610702096405	0.000414035814097919
ccajeros_propios_descuentos	0.000197020400319627	0.00280096368383671	0.000414035814097919
Master_mconsumosdolares	0.000186477908750859	0.000479217228598836	0.00144912534934272
catm_trx_other	0.00017861176306068	0.000670902130883571	0.000414035814097919
matm_other	0.000169566468632699	0.000231552537360144	0.000414035814097919
tpaquete1	0.000164992894467009	0.00196435003946707	0.00031052686057344
cseguro_vida	0.000152057492207006	0.000314231756614697	0.00020701790704896
minversion1_pesos	0.000119699424347639	0.000783418672135437	0.00010350895352448
cseguro_auto	0.000119431925107655	0.0023170122668143	0.00031052686057344
cseguro_vivienda	0.000118419592158716	0.000636469861298673	0.00031052686057344
Master_madelantopesos	0.000109050701751584	6.42447271472134e-05	0.00031052686057344
ccheques_depositados	7.57288853800358e-05	0.00147209887404241	0.00020701790704896
mcheques_depositados	6.98190032375132e-05	0.00151115095564989	0.00020701790704896
Visa_madelantopesos	6.56937794838356e-05	0.000127539632877512	0.000414035814097919
Master_madelantodolares	4.74114011792037e-05	6.80589314758699e-05	0.00010350895352448
ctarjeta_visa_descuentos	3.73852906951399e-05	8.08044408557219e-05	0.00010350895352448
mforex_sell	2.8813772057886e-06	0.00014444247578899	0.00031052686057344
mcajeros_propios_descuentos	2.66599766492487e-06	0.000160644141633531	0.00010350895352448
Visa_madelantodolares	1.01518209594566e-08	4.76253387947103e-05	0.00010350895352448
cforex	1.13010995311398e-12	0.000174782059373257	0.00031052686057344
Master_cadelantosefectivo	9.5537163825066e-13	0.000161842607400423	0.000414035814097919
cforex_sell	5.40510344845616e-14	6.16787174554445e-05	0.00010350895352448
