experimento	fecha	lambda_l1	lambda_l2	pos_bagging_fraction	neg_bagging_fraction	max_depth	max_bin	seed	extra_trees	drop_rate	max_drop	skip_drop	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	min_gain_to_split	bagging_fraction	num_iterations	prob_corte	estimulos	ganancia	iteracion_bayesiana
HT8310b1	20220607 172205	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.297709496934743	0.126750330348538	99	3	8.32421423634514	0.786625391547568	52	0.0232396303564548	-1	169495000	19
HT8310b1	20220607 172413	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0589495889877435	0.541422257621889	463	19	10.3662200027611	0.479609257161307	94	0.0282686586012862	-1	171438000	20
HT8310b1	20220607 172750	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0371580461711467	0.493210713360653	184	4	2.26855236280244	0.811093665775843	190	0.0196910756272635	-1	174030000	21
HT8310b1	20220607 172931	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0544735079138384	0.227273801181582	438	1	14.21889993886	0.269875254264722	123	0.0334048219366154	-1	170533000	22
HT8310b1	20220607 173101	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.120194214758618	0.415362272731727	96	12	18.1289953102047	0.994122301127451	51	0.0309197279701443	-1	170223000	23
HT8310b1	20220607 173232	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.244945574587909	0.593839361902792	372	7	0.134799621882848	0.371477262598152	49	0.00240497524648903	-1	171588000	24
HT8310b1	20220607 174441	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0201917657723904	0.467855059118544	134	9	0.26058555322196	0.748482358918493	994	0.00577962018795122	-1	175084000	25
HT8310b1	20220607 180002	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0201504465289165	0.336798177646864	16	13	0.00483581527451101	0.733026068177994	2679	0.0195306606444151	-1	174637000	26
HT8310b1	20220607 182508	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0203073943201532	0.436976883113985	198	12	0.00654440799449592	0.705032950301003	1973	0.000271841006863863	-1	176904000	27
HT8310b1	20220607 184015	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0210384897096932	0.452674811491131	261	14	0.0131781708413863	0.719384899751054	1441	0.000490926256844945	-1	176335000	28
HT8310b1	20220607 185235	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0209265997466311	0.397913982591788	258	12	0.0282162633524607	0.465433010208841	1252	0.000839391929041633	-1	176242000	29
HT8310b1	20220607 190905	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0201303073326501	0.583426606578301	198	13	0.0212141173166836	0.830664708209371	1557	0.00084081567737896	-1	176180000	30
HT8310b1	20220607 192248	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0202852754835804	0.236275793709473	227	12	0.00431592850827699	0.695697782150409	1748	0.000450995441900375	-1	176891000	31
HT8310b1	20220607 192748	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0202264179678507	0.302392745793437	211	12	0.842730417178979	0.677844837477629	473	0.0150737603213232	-1	174613000	32
HT8310b1	20220607 193348	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.036097019913118	0.260579887356377	207	12	0.00164027504834027	0.655472383305331	596	0.00203628616968188	-1	176195000	33
HT8310b1	20220607 194605	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0220318061916697	0.729782909932133	248	11	0.0121205583790037	0.711061321967844	1389	0.00037782564904648	-1	176206000	34
HT8310b1	20220607 200110	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0204456731980897	0.463663534564989	314	8	0.00573441127747578	0.654602324335962	1183	0.000415461953096402	-1	176539000	35
HT8310b1	20220607 201324	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.020012763915812	0.18079599809776	252	6	0.00945866504024316	0.656766375502305	1884	0.000455563784505042	-1	176627000	36
HT8310b1	20220607 203333	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0204352104238182	0.550580503755728	247	1	0.00349118594541692	0.459939567315085	1713	0.000186333451231741	-1	176496000	37
HT8310b1	20220607 204807	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0200833850448449	0.619748336011766	446	4	0.00432331843912647	0.575552204371453	1123	0.000147627505490221	-1	176411000	38
HT8310b1	20220607 210531	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0202823082953766	0.517692139796426	400	1	0.0041127203915094	0.664148005390799	1311	0.000117699532585101	-1	176471000	39
HT8310b1	20220607 213050	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0203559603563675	0.499456804684289	414	0	0.00233776414775151	0.258805907640237	1234	0.000128904054756725	-1	177098000	40
HT8310b1	20220607 214514	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0203904918123488	0.408869101200408	428	0	0.00362747363584038	0.307056554310218	1039	0.000246015172223629	-1	176168000	41
HT8310b1	20220607 220007	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0200988367435056	0.682935125195502	395	2	0.00459080382890027	0.218626598156926	1355	0.00016188330863734	-1	176172000	42
HT8310b1	20220607 221533	0	0	1	1	15	31	128339	FALSE	0.1	50	0.5	custom	TRUE	binary	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0200577735582627	0.530419894792258	394	6	0.00526514556649295	0.26721914629753	993	0.000389504403348984	-1	176154000	43
