fecha	objective	metric	grow_policy	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	max_depth	num_leaves	min_gain_to_split	max_bin	lambda_l1	lambda_l2	prob_corte	ganancia	iteracion
20220601 150136	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	82	TRUE	0.177600411194536	0.223457283017381	3640	10	854	0.123835145199668	4.01216398554331	72.4106591957958	0.017881926559834	13854000	120
20220601 150304	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	1065	TRUE	0.0101419347936094	0.832398681679784	7620	25	595	0.0855053670510299	0.0962759321748258	26.5751275395553	0.0160478306833408	12708000	121
20220601 150506	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	950	TRUE	0.010062338219253	0.274646088172576	7871	30	234	0.15244126724207	1.38015835257445	4.03349411632413	0.0163365851898344	13585000	122
20220601 150521	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	46	TRUE	0.157065740808022	0.837934041453755	3254	5	864	0.19428743268984	15.0265788660953	30.1236059824343	0.0309242943675284	11177000	123
20220601 150636	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	576	TRUE	0.0186181099705611	0.26956133897077	4498	30	833	0.11066604238401	1.08415950438495	69.7342105379079	0.0171339021432945	13696000	124
20220601 150652	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	76	TRUE	0.159315482721593	0.204261679616688	3839	10	984	0.128306751331413	0.0157820675725521	85.9593798443598	0.0179944491612993	13480000	125
20220601 150842	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	830	TRUE	0.0112480222413049	0.305999570281598	6746	30	677	0.168695424857087	4.63051191187784	21.7866953180416	0.0167293497332754	13333000	126
20220601 151100	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	900	TRUE	0.0129227599402134	0.440298189825493	2164	15	76	0.0877924943681794	0.426755918056311	76.5369001312106	0.0129909027300756	13491000	127
20220601 151125	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	185	TRUE	0.076652339392756	0.245804567456503	2554	10	788	0.180630057190821	8.58751392962103	59.0220233875822	0.0176955389443653	13454000	128
20220601 151217	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	364	TRUE	0.0257744797670457	0.290914863530698	4134	9	68	0.190009175835693	4.26641282681438	87.6850125110976	0.0172506300334783	13431000	129
20220601 151240	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	159	TRUE	0.174379181805134	0.258351222242981	3883	30	780	0.19712114015996	1.28107707105248	97.4853116948813	0.0162269667140043	13654000	130
20220601 151257	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	87	TRUE	0.219563232854446	0.271392120405246	7298	30	774	0.0852060452909036	0.599333657145035	97.3334279533841	0.0165278474302492	13287000	131
20220601 151314	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	97	TRUE	0.282599539330356	0.233649279140218	5843	30	694	0.198627209512429	0.159830846771181	90.2378554090148	0.012717260510358	13176000	132
20220601 151326	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	30	TRUE	0.299882807915928	0.294526695380569	7205	30	764	0.0705076515899252	3.22858720489717	40.9599700357163	0.0175850135898195	13138000	133
20220601 151335	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	32	TRUE	0.159847202451427	0.69998310330337	2141	30	57	0.053158237213499	37.1884061447752	31.3860039974219	0.0286376919920288	11256000	134
20220601 151352	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	63	TRUE	0.162328200611689	0.314866709282267	3598	12	819	0.10927753191969	0.0266651603578172	71.7076295032893	0.0174142683317113	13420000	135
20220601 151407	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	83	TRUE	0.209801739389567	0.237822045894675	3917	7	898	0.128054085026728	7.67088538115516	64.2649619989141	0.0185064280228083	13596000	136
20220601 151518	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	844	TRUE	0.012211145160116	0.74236265356057	2038	5	250	0.1001186411654	0.00199498620882145	30.2901272565568	0.0174330268664735	13320000	137
20220601 151535	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	30	TRUE	0.233678120238722	0.222814161483176	7474	30	37	0.19943713415431	19.1785002325603	30.8922307157357	0.015828089111519	12745000	138
20220601 151548	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	50	TRUE	0.28835011084591	0.222528059108878	4339	5	166	0.0657060543304077	0.936118497065013	78.0110482719201	0.0179193821888451	13745000	139
20220601 151605	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	99	TRUE	0.231246395149443	0.211569970542046	2947	8	467	0.0817396057365745	0.257352393846565	80.1311597210879	0.0180830636932272	13360000	140
20220601 151659	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	373	TRUE	0.0334868195326925	0.385974834096415	7222	5	151	0.109493957131667	1.18383293129042	22.1411615099697	0.0177846005889557	13084000	141
20220601 151801	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	378	TRUE	0.024422616347947	0.420237906954057	7928	6	607	0.199682666323256	0.087641459686988	14.3275768494618	0.0158092852019988	13530000	142
20220601 151902	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	547	TRUE	0.0287835498450107	0.214312896343946	7960	26	587	0.0939530544413642	0.277792499597058	6.44523336539362	0.0130945494160018	13228000	143
20220601 151938	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	172	TRUE	0.0379713398188222	0.315524429560155	2225	12	179	0.0831770845055895	3.80511442836047	56.7834991936218	0.0163460256676541	13318000	144
20220601 152031	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	623	TRUE	0.0189874697918079	0.738693808724231	4527	6	550	0.05266786128143	0.0364610742688968	70.2934297267207	0.0166391481112849	13139000	145
20220601 152049	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	90	TRUE	0.191052872494946	0.26312898700852	4924	9	297	0.0714772576616906	0.210183858414325	75.5463416220145	0.0181786311076668	13738000	146
20220601 152105	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	50	TRUE	0.268217099293004	0.457833990274346	6784	15	129	0.0521951305327006	0.981126201850924	86.2582916720969	0.0184700860221431	13304000	147
20220601 152311	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	672	TRUE	0.0103045753639548	0.467105029795421	2125	29	796	0.0770338110881365	0.475916850457633	84.1223762480648	0.0184965308076765	13122000	148
20220601 152355	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	269	TRUE	0.0555055205199464	0.470109314456693	7868	18	182	0.052982615233872	0.00572520815070181	4.06388153942069	0.0162407690929423	13522000	149
20220601 152417	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	237	TRUE	0.0390950642949531	0.810249732472789	2003	18	116	0.0596170145432001	12.568476520458	37.4934303652874	0.0125234283986291	12705000	150
20220601 152436	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	126	TRUE	0.171572437144514	0.607153255078472	4467	5	20	0.0514221688721005	7.15312078736628	99.9622907550277	0.022469570110424	12788000	151
20220601 152513	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	382	TRUE	0.023098618588188	0.836470268962994	6170	5	491	0.194207972151779	0.273179679198032	11.4032693080487	0.0164487370441675	12954000	152
20220601 152538	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	92	TRUE	0.0490782042138246	0.215184857803424	2017	16	679	0.117403690546754	0.01344814735719	3.74781433621615	0.0121582786757607	12991000	153
20220601 152645	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	530	TRUE	0.0312364085705445	0.254170375791423	7257	18	233	0.148488791514454	0.164742959694968	0.0568913976231127	0.0124693348569382	13028000	154
20220601 152746	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	385	TRUE	0.0210959392582961	0.314166715350171	7980	28	635	0.0962634187043407	0.575367743266183	0.0345063904733479	0.0161802845817963	13351000	155
20220601 152828	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	280	TRUE	0.0354180893868137	0.264988421049813	4319	16	636	0.0794714741298816	4.10076785445148	72.8032698645555	0.0182419143361409	13485000	156
20220601 152843	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	90	TRUE	0.271479878692222	0.20935876848032	4167	30	164	0.0699021059405707	10.885178715381	99.0646113638624	0.0178794251826293	13068000	157
20220601 152903	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	130	TRUE	0.190611651520561	0.200632173242366	4129	29	858	0.171518296046639	2.06530049862336	76.1028736568234	0.0132644066663574	13306000	158
20220601 152915	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	36	TRUE	0.192319232724351	0.205448124650753	3763	30	817	0.181368037136245	60.606733559787	95.0475009411067	0.0178947558822681	11823000	159
20220601 152931	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	83	TRUE	0.240407863321	0.222114555116603	7961	11	105	0.073886675882429	0.0679875716852876	23.4770652233265	0.0165403139874189	13326000	160
20220601 153121	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	803	TRUE	0.0169372113943475	0.477851523228544	3939	5	388	0.167901844744816	3.41718652400819	1.21129524431344	0.0168687330604332	13321000	161
20220601 153245	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	592	TRUE	0.0292336801279409	0.486044019055257	7485	28	316	0.195863456804849	0.303342249676831	62.5239477978573	0.0158255813558681	13327000	162
20220601 153301	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	131	TRUE	0.234366055068458	0.831145793912347	7974	5	54	0.0857226169587447	0.0432100284753528	71.6145514271698	0.0135382784907228	13070000	163
20220601 153321	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	129	TRUE	0.186001887435528	0.259041851300847	5534	30	769	0.0505298352554154	5.38075983917792	99.5520849438943	0.0175523327539586	13498000	164
20220601 153338	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	79	TRUE	0.189063445887072	0.210574431897286	4480	8	673	0.0848751074664374	2.18154312607457	80.2348830791585	0.0179106914704886	13462000	165
20220601 153524	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	1478	TRUE	0.0107631364922637	0.815229955001933	7949	7	384	0.162095203048083	0.386786019787122	71.9629517485522	0.0121775243760219	12986000	166
20220601 153542	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	102	TRUE	0.294504237992481	0.289868376154211	4670	5	83	0.055390291129022	0.446575265188949	78.2024175441822	0.0196159830579127	13334000	167
20220601 153626	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	396	TRUE	0.0394727566953791	0.20879165618217	3942	24	160	0.140806319605866	13.9182589505957	87.7768143721213	0.0121066861994719	12566000	168
20220601 153719	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	279	TRUE	0.0488666113095945	0.493984972424989	2509	5	733	0.0709066925171526	0.0107881462229058	50.0804711316844	0.023275744446697	12821000	169
20220601 153735	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	109	TRUE	0.181133326602184	0.811866205585607	2260	5	668	0.199176863630127	0.117246989410227	92.5555277085711	0.0134677341276471	13223000	170
20220601 153747	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	66	TRUE	0.212349374987648	0.744030931814759	2910	5	67	0.108007384991727	0.344339410865389	52.6740542366759	0.0124952060967169	12994000	171
20220601 153806	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	143	TRUE	0.0780122877976328	0.841218919434924	5958	5	968	0.0770054180006823	0.0127991108911182	84.1587495246906	0.012871073767028	13018000	172
20220601 153830	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	129	TRUE	0.13560269187331	0.458542565770008	3042	29	241	0.0510434985808146	13.9683433495542	99.7583318714893	0.0225566870712058	12811000	173
20220601 153849	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	54	TRUE	0.126636614294005	0.468099908760807	3954	5	291	0.199320009189849	1.06699781327337	3.48269859159861	0.0256568162094445	12684000	174
20220601 153907	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	128	TRUE	0.0840691329891234	0.724217565100488	7564	7	433	0.0798457670035721	0.0373159092827498	30.9983604619517	0.0138123781423226	13027000	175
20220601 153931	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	121	TRUE	0.235869391822264	0.450117299146011	5923	30	928	0.0597975752573123	0.5694248058186	86.240288251771	0.0168474564831674	13245000	176
20220601 153952	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	206	TRUE	0.101852185111349	0.726208961092055	4066	5	875	0.198748812771654	0.022754788530636	87.5827753738631	0.0186643593113546	13228000	177
20220601 154005	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	78	TRUE	0.244848766894176	0.837896924503608	4841	8	841	0.198881171125872	0.407004227698071	95.2753642318822	0.0124275321747048	13001000	178
20220601 154026	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	191	TRUE	0.0629541593364875	0.849412614260332	5512	5	77	0.139022872929325	1.50174668610359	99.6610418607972	0.0134306100332128	13016000	179
20220601 154042	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	33	TRUE	0.197517249702696	0.472485469423191	5617	8	921	0.0750361082387263	0.927563765110277	20.1119729007611	0.021893282506989	12933000	180
20220601 154111	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	192	TRUE	0.0987773177263218	0.274643017607005	6740	27	892	0.0512617084210438	0.825387220114584	95.0049695866454	0.0127907646715475	13172000	181
20220601 154129	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	96	TRUE	0.202250036121525	0.226649786498878	2039	5	184	0.133854015862043	0.30072733829357	79.4803248215689	0.0120461156452186	13155000	182
20220601 154141	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	14	TRUE	0.102102337221198	0.814420513580464	2632	5	626	0.185305936968175	0.0425990313174009	93.5638437866521	0.00834261959903179	11249000	183
20220601 154431	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	1520	TRUE	0.0100493941798948	0.267928299883363	5873	25	913	0.0737162305433974	0.0661084864680084	36.4934366711628	0.0161977635034173	13581000	184
20220601 154447	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	125	TRUE	0.19256049211214	0.829733085249421	2063	5	214	0.0641436154289513	0.129235121075454	93.6388715889592	0.016075340930259	13335000	185
20220601 154505	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	83	TRUE	0.295535086185808	0.295570696658439	2709	23	133	0.0701854765071993	0.0634580253825109	41.0133024445016	0.012562348210926	12903000	186
20220601 154601	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	385	TRUE	0.0422986051879755	0.387958499080684	5949	30	853	0.0893000967457437	0.178617363448733	38.3403127023531	0.012930469249707	13242000	187
