fecha	objective	metric	grow_policy	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	max_depth	num_leaves	min_gain_to_split	max_bin	lambda_l1	lambda_l2	prob_corte	ganancia	iteracion
20220601 141215	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	289	TRUE	0.059994728634165	0.464099275837063	4310	8	710	0.138380473971867	11.8724379937496	91.4666813368534	0.0144423226775292	12883000	41
20220601 141227	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	59	TRUE	0.184281784065769	0.728439597640794	2947	16	660	0.0805141225132233	0.00240032479030308	90.8497555518038	0.0288096270940144	11641000	42
20220601 141258	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	196	TRUE	0.0679615244842514	0.507938298133192	7650	28	176	0.167733798506796	25.4510889673219	91.3778371058668	0.0206418042914083	12292000	43
20220601 141310	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	34	TRUE	0.214817351137922	0.591098810850889	6685	25	331	0.0537965944861732	37.6674424080658	90.736284759905	0.0134074895140226	11984000	44
20220601 141329	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	86	TRUE	0.125826571596394	0.422322493009963	6018	10	28	0.163823021763819	9.62159187455941	56.3812308794282	0.0227622244210373	12677000	45
20220601 141348	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	149	TRUE	0.115276160066223	0.200628353013102	3869	5	220	0.168151033720282	16.1177019425221	40.2997550082512	0.0159683503632196	12898000	46
20220601 141401	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	68	TRUE	0.206054653244436	0.217120709373156	4062	5	585	0.0654727165811056	12.4611602175858	34.8637271542699	0.0219483571065134	12827000	47
20220601 141423	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	156	TRUE	0.093318405209108	0.229566247580578	4020	23	610	0.114269473497135	8.27749900809053	50.5830463168429	0.0160575779508866	13320000	48
20220601 141442	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	123	TRUE	0.088895126743737	0.201877673662618	5615	16	687	0.125309146073181	19.7673283369167	50.3139795379815	0.014714877804841	12655000	49
20220601 141514	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	239	TRUE	0.0514478262426653	0.26930355323433	2701	15	401	0.10146618978146	10.4936218529455	76.6994808048364	0.0184560795870952	13474000	50
20220601 141541	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	101	TRUE	0.0637473903288172	0.442657033635245	3315	12	414	0.110194480825261	0.431992552017309	47.185936628188	0.0182366372596533	13386000	51
20220601 141632	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	483	TRUE	0.0571093040077846	0.252835573642433	3273	17	126	0.0938329763273229	4.61978850913608	68.1475225480535	0.012459598836367	13597000	52
20220601 141643	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	23	TRUE	0.24165698991889	0.205552234929929	3463	30	548	0.139236101492662	0.0542177253707399	3.79579060072396	0.0367034084058352	10481000	53
20220601 141658	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	49	TRUE	0.142939315625898	0.371544557742123	3581	22	23	0.122177988279411	22.7347307144445	68.537543203885	0.0152611446753798	12522000	54
20220601 142038	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	2165	TRUE	0.0107032360587089	0.268635915015939	3338	20	448	0.189105963292709	0.138975442408246	61.7834183216897	0.011470101403112	13210000	55
20220601 142057	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	15	TRUE	0.0576302772689538	0.547507751399475	3486	23	436	0.100806927172205	0.0139353579730859	69.9625298188665	0.00837427077201495	11740000	56
20220601 142134	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	356	TRUE	0.106734942064701	0.20082978695189	2930	11	325	0.138039041431944	0.140503871296676	78.6213114785379	0.0149294804535261	13354000	57
20220601 142150	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	96	TRUE	0.141752707760574	0.838250892355483	7230	30	188	0.0874314915934847	23.1984370977284	88.9977964924243	0.0260245872609473	11769000	58
20220601 142401	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	1115	TRUE	0.0104341559605299	0.254696441675518	4389	12	61	0.0827804963983186	3.88556453787511	45.1447102917541	0.017001805075338	13422000	59
20220601 142412	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	36	TRUE	0.217346870525831	0.236765057350383	7728	15	105	0.198566414676055	13.4343403595145	28.821802646924	0.0287186605129321	11943000	60
20220601 142518	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	646	TRUE	0.0271742320775809	0.226665216457694	2840	16	360	0.119946697106093	6.45947874379882	25.2441509108249	0.0137544481205128	13300000	61
20220601 142606	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	385	TRUE	0.0365735657097529	0.275497228026508	3888	18	184	0.181813915202338	4.75065656411553	71.1976069351758	0.0160770005465244	13688000	62
20220601 142658	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	386	TRUE	0.0335827207098472	0.280483353613075	3654	13	534	0.157139683429165	0.277585822711913	61.8203656402191	0.0171638130186646	13806000	63
20220601 142755	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	533	TRUE	0.0413036528417378	0.243842104073158	6284	18	143	0.185303073350494	0.473336593876438	70.8146939536572	0.013459246083047	13265000	64
20220601 142823	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	184	TRUE	0.0596977555329465	0.265168849341664	4101	14	537	0.199631788448469	0.0717792494967063	99.2305920807142	0.0182385991932744	13690000	65
20220601 143014	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	968	TRUE	0.0116272638819741	0.216165764485037	3672	16	326	0.193509266885221	0.0805780478722334	58.9590634390354	0.0195193199268505	13149000	66
20220601 143028	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	78	TRUE	0.186257096372195	0.227012913509504	7074	29	44	0.0519913821677969	37.1547269480536	3.8448382098519	0.0251918747023992	11871000	67
20220601 143132	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	563	TRUE	0.0321706459586602	0.278871221184768	5417	19	526	0.170201234289986	2.49556739011666	93.5200740092692	0.0173470955970712	13406000	68
20220601 143146	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	49	TRUE	0.252572911856304	0.317776458760282	6601	9	179	0.191559938185371	1.1762719440044	89.8978325435477	0.0166321972132485	13248000	69
20220601 143209	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	75	TRUE	0.194194761986592	0.360922987098373	4300	14	966	0.195774227527342	2.25620395518831	63.4046765558697	0.0175375389223076	13243000	70
20220601 143224	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	52	TRUE	0.202479511382325	0.283995422681202	7988	5	39	0.0776837071611895	0.108745464490054	46.293246132108	0.0182562918408155	13477000	71
20220601 143236	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	53	TRUE	0.298769241065655	0.244736112809119	6878	6	30	0.0617601314676138	0.086946854676122	38.4741180730618	0.0122999177235374	12965000	72
20220601 143246	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	60	TRUE	0.109791771864839	0.801618092949681	2066	24	847	0.199210172722038	44.6443888835434	99.5514928928105	0.0284758783810072	11344000	73
20220601 143303	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	144	TRUE	0.0617505596310482	0.706983567566582	7273	5	112	0.197310182759151	0.0409379639739414	88.7516808591822	0.0163619136012519	12971000	74
20220601 143419	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	700	TRUE	0.0209369704783029	0.257755541336455	3265	14	979	0.19345901117197	8.59190947952931	87.2703414201534	0.0166868651726854	13392000	75
20220601 143519	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	394	TRUE	0.0219764774434156	0.342660473289425	2359	5	366	0.196697222026295	0.101184657844775	75.6064113435614	0.0167852945957261	13414000	76
20220601 143539	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	78	TRUE	0.126790245833516	0.277731832064984	3817	7	942	0.0801524030171356	0.152091497351323	58.1165112309471	0.0175616189354363	13665000	77
20220601 143557	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	88	TRUE	0.148325341102462	0.341323918945187	7097	5	195	0.172317962224973	1.3475889318915	8.1895813981761	0.0164206921671435	13580000	78
20220601 143611	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	46	TRUE	0.174982406856431	0.298613243465233	6624	9	721	0.0636123728090448	0.0274396505097239	31.6365506868345	0.0179863648126514	13494000	79
20220601 143633	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	133	TRUE	0.139656562755644	0.305521333837309	7502	11	276	0.190133776510049	3.80563160817123	46.7396819488033	0.016953325658206	13148000	80
20220601 143704	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	220	TRUE	0.0922443730440761	0.326574608931501	4866	5	91	0.19143572560482	0.167159908698116	27.3487886272563	0.0129717549509874	13203000	81
20220601 143730	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	189	TRUE	0.159741404935996	0.265190590821759	3629	15	736	0.0873040911010287	1.5068035921521	96.1031530942195	0.018164210617669	13620000	82
20220601 143810	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	206	TRUE	0.0419828706460493	0.469386979471234	6727	10	74	0.169925807748558	0.209363519949125	21.6760681812897	0.0161469935083496	13776000	83
20220601 143833	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	93	TRUE	0.107309437918219	0.555363587926309	6886	14	20	0.160657170723644	0.634959056399275	17.3914158975258	0.0170883897081694	13006000	84
20220601 143923	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	360	TRUE	0.0343411888162819	0.346343807067296	5755	5	183	0.192010101692196	0.0626889136061025	35.4107530395489	0.0172549988260116	13653000	85
20220601 144024	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	452	TRUE	0.0276788938074404	0.410723751035187	7571	5	122	0.0692023876292315	12.5932685116187	9.79260444733439	0.0138840963167349	12990000	86
20220601 144307	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	1081	TRUE	0.0102159518698089	0.484955229920529	4477	14	163	0.199651719720265	0.152154532043604	53.5577519467048	0.0159695075451263	13289000	87
20220601 144514	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	870	TRUE	0.0118316131430382	0.366875738007093	6885	19	252	0.121155940134094	0.105594244862723	28.2410771010321	0.015783139758022	13532000	88
20220601 144525	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	66	TRUE	0.0913481416159258	0.673553914536822	3561	30	572	0.199714871541893	82.0054027200011	99.9264716511337	0.0113780234339767	11274000	89
20220601 144538	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	44	TRUE	0.286267579641809	0.271899865050089	3529	5	899	0.123547953822645	0.0178627190637068	79.8545622107342	0.0185476527182649	13566000	90
20220601 144731	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	764	TRUE	0.0110931853239386	0.291251083487316	3061	26	417	0.0844511889928475	2.76650504220504	92.1234875166758	0.0161113867424272	13495000	91
20220601 144822	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	394	TRUE	0.0349250884527286	0.28461460952545	3763	12	283	0.116096204783253	2.46702334650339	93.5518281796467	0.016533219516222	13557000	92
20220601 144836	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	31	TRUE	0.199542808833558	0.321816262791305	2268	7	783	0.171538647006904	2.22114183938483	80.5175157592316	0.0185118377924385	13599000	93
20220601 144857	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	95	TRUE	0.0665473757721325	0.295888416308955	3339	6	773	0.138289824804002	0.105455017422708	75.8166521705214	0.0183915809071235	13687000	94
20220601 144913	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	68	TRUE	0.221882635790236	0.268295372989283	3695	5	719	0.181741070223762	0.206831995868243	99.7515859386888	0.0172955296626723	13639000	95
20220601 144926	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	39	TRUE	0.269903107077862	0.34175456328014	3283	8	538	0.18359343261848	4.75431835894323	86.561086637464	0.0181707853940975	13279000	96
20220601 144938	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	28	TRUE	0.196700411553028	0.300261446203444	7616	5	39	0.13302469192198	41.0246231943733	94.6630166430046	0.016277163864713	11995000	97
20220601 144954	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	48	TRUE	0.226696351535098	0.436009015420065	6286	5	755	0.110715227870821	0.085870092274085	33.6533106519802	0.0160521381639449	13229000	98
20220601 145020	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	135	TRUE	0.0698558270649433	0.270915205910308	2212	25	922	0.0810953845204985	0.41241301325916	41.4065867440304	0.0178917471204871	13382000	99
20220601 145046	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	75	TRUE	0.0354220111732932	0.428767111062426	6777	29	26	0.102149103502858	60.8228635717519	33.8304766925814	0.0120586320821702	11953000	100
20220601 145117	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	150	TRUE	0.0483701091997619	0.31442032477309	2222	18	180	0.0698075893807569	0.283761597345344	63.7885110634764	0.0159928976519172	13701000	101
20220601 145206	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	396	TRUE	0.0340015307631396	0.274832677844659	2005	28	94	0.0954755261899831	8.9212376692311	77.9442493007743	0.0130003493201337	13259000	102
20220601 145220	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	31	TRUE	0.204853475575102	0.506122965700341	2478	5	882	0.0559285843730407	0.0117694397484331	87.5050428845443	0.018580787125192	13174000	103
20220601 145243	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	88	TRUE	0.0646356869668293	0.368109646136127	6627	7	109	0.159790814498976	0.324933729243471	53.682428800918	0.0161208901245712	13346000	104
20220601 145258	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	76	TRUE	0.293494202537564	0.254338240308528	7107	5	766	0.0591831858850541	9.72474796797191	99.8303372882089	0.0193169675345622	13056000	105
20220601 145310	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	55	TRUE	0.189185394379964	0.665122704160429	6731	6	581	0.081079267893834	0.252760144548305	97.2048237871034	0.0203539963531087	12773000	106
20220601 145322	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	30	TRUE	0.235621688475213	0.27570185382527	2002	10	707	0.0743401017989104	0.223851966373425	69.9331587030724	0.016086798888165	13263000	107
20220601 145342	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	57	TRUE	0.275757342997398	0.257174309460657	6053	5	488	0.174667543378096	0.0716562041809589	26.0922594315307	0.0180000202475148	13257000	108
20220601 145518	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	647	TRUE	0.0164989177907237	0.412817510400308	7460	12	300	0.170087981884906	0.0547557445004151	11.1612385932751	0.0162635960697013	13786000	109
20220601 145626	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	400	TRUE	0.0213937401076458	0.423997524038585	6261	12	215	0.167774638123197	1.82051551902425	16.8327532844749	0.0156124210768784	13545000	110
20220601 145714	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	289	TRUE	0.0282122069469236	0.325393401036511	7136	10	578	0.102693696622145	0.0313192497156094	6.59050862402593	0.0175904931547965	13465000	111
20220601 145751	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	209	TRUE	0.0400925526471888	0.326142644256793	3176	23	808	0.0576639401186221	0.0233822057050733	73.6689923433656	0.0167008149179819	13544000	112
20220601 145823	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	178	TRUE	0.0442351791689437	0.257780686561248	3209	21	66	0.092538992991313	0.0597965363219538	70.3122534127687	0.0164127893109552	13482000	113
20220601 145904	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	316	TRUE	0.0381561691166247	0.236895631327289	3536	18	297	0.068660443950081	4.82527274046793	66.8617515341142	0.0152094007064159	13311000	114
20220601 145932	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	123	TRUE	0.0472678548027625	0.299763532786642	3931	10	189	0.176454563802067	0.011359660677188	23.6461663471625	0.0172682329192323	13546000	115
20220601 145950	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	56	TRUE	0.107796176130969	0.309221044166476	2134	15	442	0.153953948430784	0.279693956672327	94.8658528748257	0.0172177328156097	13304000	116
20220601 150009	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	114	TRUE	0.208492394357608	0.25375320644352	4192	12	121	0.195200566386746	0.144360006941312	98.5394224570272	0.0122825872611429	13297000	117
20220601 150024	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	53	TRUE	0.206950171708291	0.303784641894678	4339	8	838	0.092481517635268	0.265637516935566	81.6743378263646	0.0186623586935839	13716000	118
20220601 150120	binary	custom	leaf_wise	TRUE	TRUE	FALSE	-100	999983	31	320	TRUE	0.0308739617000547	0.475601735681543	6896	30	646	0.0827048966995127	0.739681792759959	29.3505661720905	0.0170186593319974	13473000	119
