Feature	Gain	Cover	Frequency
mcheques_emitidos_rechazados_lag1	2.43799801094469e-05	0.000125017864775601	3.50452960451383e-05
ctarjeta_visa_descuentos_delta1	2.43317255787015e-05	0.000267284420103616	6.13292680789921e-05
mtarjeta_master_descuentos_delta1	2.39207064347101e-05	0.000146369433893737	4.38066200564229e-05
Master_mconsumototal_delta1	2.38820035564347e-05	0.000198040034412054	8.76132401128459e-05
cforex_delta1	2.36245702413809e-05	0.000324532737432034	7.00905920902767e-05
cforex_buy	2.34260948839789e-05	0.000330312812194061	3.50452960451383e-05
cprestamos_hipotecarios_lag1	2.31959966589982e-05	0.000531298296096258	4.38066200564229e-05
mcheques_depositados_lag1	2.00917951390485e-05	0.00045687645193627	8.76132401128459e-05
mforex_buy_delta1	1.97194791060711e-05	0.000993332839161842	7.88519161015613e-05
ccajas_depositos_delta1	1.97186880969931e-05	0.000211602628462283	6.13292680789921e-05
ctarjeta_master_lag1	1.74320608459879e-05	4.61783459347794e-05	2.62839720338538e-05
mtarjeta_visa_descuentos	1.72778999490587e-05	0.000138987941492412	6.13292680789921e-05
cseguro_auto	1.70247492908378e-05	0.000349367583973308	5.25679440677075e-05
mforex_buy	1.58441599751092e-05	0.000316486760848275	2.62839720338538e-05
minversion2_delta1	1.56104565697347e-05	0.00012261239514502	3.50452960451383e-05
ctarjeta_master_debitos_automaticos_delta1	1.45685973696548e-05	8.01437400501554e-05	3.50452960451383e-05
tpaquete7_delta1	1.43905414025351e-05	0.000405433878779655	4.38066200564229e-05
mtarjeta_master_descuentos_lag1	8.37385485409643e-06	8.49444576601172e-05	2.62839720338538e-05
tcuentas	8.27557059071452e-06	9.76167689472984e-06	8.76132401128459e-06
ccheques_depositados	6.64968671974381e-06	0.000205588915958573	6.13292680789921e-05
cpagodeservicios_lag1	5.94188029186371e-06	0.000652077710932345	5.25679440677075e-05
Master_delinquency_delta1	5.64220419221918e-06	8.19641930722824e-05	1.75226480225692e-05
Master_cadelantosefectivo_delta1	5.00185611389671e-06	1.30322210057028e-06	8.76132401128459e-06
mtarjeta_master_descuentos	4.84623924140911e-06	3.79053410980814e-05	8.76132401128459e-06
Master_madelantopesos_lag1	4.32973023643188e-06	7.0146657759775e-06	8.76132401128459e-06
Visa_madelantopesos_lag1	3.43193974192935e-06	1.15377848586491e-05	8.76132401128459e-06
cprestamos_prendarios_lag1	3.35819686609505e-06	9.92084260625198e-05	8.76132401128459e-06
ctarjeta_visa_descuentos	3.03291337826813e-06	2.6663522997072e-05	8.76132401128459e-06
Visa_madelantopesos	2.99009892342805e-06	4.5015998169902e-06	1.75226480225692e-05
ccheques_emitidos_rechazados_lag1	2.72338192183496e-06	3.31352884417156e-05	8.76132401128459e-06
cplazo_fijo_delta1	2.023235517595e-06	3.04159449502679e-06	8.76132401128459e-06
ccajas_otras_lag1	1.3799909291432e-06	4.36003379061464e-06	8.76132401128459e-06
Visa_cadelantosefectivo_delta1	1.35877799934163e-06	1.29092537732376e-06	8.76132401128459e-06
mcajeros_propios_descuentos_lag1	7.58100975205339e-08	2.28704450026422e-05	8.76132401128459e-06
Visa_cadelantosefectivo	5.42941257182527e-11	1.18686435685008e-05	1.75226480225692e-05
Visa_cadelantosefectivo_lag1	5.36649030712313e-11	1.63577160986836e-06	8.76132401128459e-06
Master_cadelantosefectivo	8.43631721773383e-14	1.75148377561812e-05	7.88519161015613e-05
Master_madelantopesos	1.61534697379612e-14	1.35129460301214e-05	7.88519161015613e-05
Master_madelantopesos_delta1	1.854901129536e-16	1.42180862537891e-06	8.76132401128459e-06
