Feature	Gain	Cover	Frequency
matm_other_delta1	0.000192302255540967	0.00114777222824967	0.000525679440677075
matm_other_lag1	0.000184697456343179	0.000657248329348466	0.000394259580507806
ctarjeta_visa_delta1	0.000181363524474033	0.00259434653110159	0.000332930312428814
matm_other	0.000176274615214255	0.00151279569284237	0.000464350172598083
tpaquete9	0.000175797709436044	0.000431157470993571	0.000219033100282115
ccajas_trx_lag1	0.000174868006284294	0.00114148437567208	0.000963745641241304
tcallcenter_delta1	0.000173480040117964	0.000380455391139958	0.000297885016383676
Master_delinquency	0.000167234011808555	0.000147160497471089	0.0001138972121467
tmobile_app_lag1	0.000163534416352252	9.24639039253643e-05	0.000403020904519091
Visa_mconsumototal_delta1	0.000161718788901883	0.000159838188574691	0.00042054355254166
mprestamos_hipotecarios	0.000158278186279834	0.00105080610967115	7.88519161015613e-05
tmobile_app_delta1	0.00015198230102968	0.000449236805201288	0.000315407664406245
ctarjeta_debito_delta1	0.000149393526241532	0.00282770475289518	0.000280362368361107
Visa_mpagosdolares_delta1	0.000148534347665986	0.00126313570504087	0.000753473864970474
Visa_mconsumototal	0.000145791022558634	0.000251825056492611	0.00030664634039496
tpaquete9_lag1	0.000144835752819048	0.000632672866813173	0.000227794424293399
mcheques_emitidos_delta1	0.000144461178258442	0.0024188933485123	0.000332930312428814
catm_trx_delta1	0.000141691396556386	0.0009339955391174	0.000429304876552945
ccajas_trx	0.000140683051532969	0.000508582789806522	0.000411782228530376
cforex_buy_delta1	0.000136979490227801	0.00179057367543744	0.000157703832203123
cseguro_vivienda_lag1	0.000136332568186804	0.000338580206650778	0.000201510452259546
catm_trx_other	0.000134545592598886	0.00106755655236852	0.000341691636440099
mprestamos_hipotecarios_lag1	0.000132490076459276	0.00224674567884072	0.000175226480225692
cseguro_vida_lag1	0.000130717752355438	0.00186882694799748	0.000332930312428814
minversion2_lag1	0.000128670130894961	0.0028281650346172	0.000271601044349822
active_quarter_lag1	0.000127547872441703	0.000120398446979005	0.000245317072315968
ctarjeta_master_debitos_automaticos_lag1	0.000125344992446704	0.000297241774131309	0.000236555748304684
ccheques_depositados_delta1	0.000124324293678357	0.00236010855561423	0.000245317072315968
mcheques_depositados_delta1	0.000122949924611167	0.00237296462605943	0.000341691636440099
Master_mpagado_lag1	0.000121382101818696	0.000428007665333975	0.000245317072315968
minversion1_pesos_delta1	0.000109999200616999	0.000133088127387772	0.000201510452259546
ccajas_consultas	0.000109742972849136	0.000643678203555248	0.000192749128248261
Master_mconsumosdolares_lag1	0.000109326312983396	0.000290092459235782	0.000227794424293399
Master_mpagado	0.00010806005855642	0.00031976560524744	0.000201510452259546
cseguro_vivienda	0.000105710544778421	0.00024554711814814	0.000166465156214407
cliente_edad_delta1	0.000103934145816806	0.000240828096893248	0.000192749128248261
mcaja_ahorro_adicional_delta1	0.000103003112743299	0.00229066880573209	0.000297885016383676
cforex	0.000102890760233929	0.000388053920706584	0.000201510452259546
ctarjeta_master_trx_delta1	0.000100539520060023	0.00118173454818423	0.00032416898841753
internet_delta1	9.80664180574674e-05	0.000171945926555816	0.000236555748304684
cpayroll_trx_delta1	9.73066833441909e-05	0.000254508201505001	0.000271601044349822
Master_mconsumosdolares	9.69697880058612e-05	0.000292304793456871	0.000262839720338538
Master_delinquency_lag1	9.59346937739064e-05	0.000550265914849496	0.000148942508191838
cseguro_vida	9.36589941820966e-05	0.000276233514155311	0.000166465156214407
Master_msaldodolares	9.35450130417812e-05	0.00167184197243998	0.000201510452259546
Visa_delinquency	8.58449723593351e-05	8.26104627334074e-05	7.88519161015613e-05
catm_trx_other_lag1	8.409676688438e-05	0.000574399310184076	0.000166465156214407
ccajas_depositos_lag1	8.15162038419484e-05	0.000515300412861576	0.000140181184180553
Master_msaldodolares_lag1	7.97725176524868e-05	0.000652977600510429	0.00021027177627083
cplazo_fijo_lag1	7.86837589844234e-05	0.000285133421314021	7.88519161015613e-05
Master_mpagado_delta1	7.74023447964556e-05	0.000414234489898149	0.000140181184180553
mtarjeta_visa_descuentos_delta1	7.47093109722861e-05	0.000671671540316911	0.000148942508191838
mcheques_depositados	7.40954376624612e-05	0.000596890324420043	0.000201510452259546
cprestamos_hipotecarios	7.39189421532216e-05	0.000583781172039529	4.38066200564229e-05
active_quarter	7.28119017051949e-05	0.00014676415870995	0.000140181184180553
catm_trx_other_delta1	6.75559020483128e-05	0.000149256166530378	0.000192749128248261
ctarjeta_master_debitos_automaticos	6.73174209923043e-05	0.000484014859014218	0.000157703832203123
mtarjeta_visa_descuentos_lag1	6.29307400544775e-05	0.000153653013636212	0.000122658536157984
Master_mconsumototal	6.14066843470934e-05	0.000120277554818587	0.0001138972121467
mprestamos_hipotecarios_delta1	6.1387139081153e-05	1.7362281533404e-05	9.63745641241304e-05
ctarjeta_visa_lag1	5.22452476545473e-05	0.00185163904937062	0.000254078396327253
ccajas_depositos	5.15790879936459e-05	0.000668186725803367	0.000131419860169269
ccheques_depositados_lag1	4.78502042407672e-05	0.00042684331935157	4.38066200564229e-05
Master_mpagosdolares_lag1	4.58047777845523e-05	0.00010295938777983	0.000183987804236976
ccheques_emitidos	4.53328508947419e-05	0.000888903992954053	9.63745641241304e-05
ccajas_extracciones_lag1	4.47954046154061e-05	0.000300495179684257	0.000254078396327253
Master_status_delta1	4.46662037407976e-05	0.000121143090426102	0.000192749128248261
mprestamos_prendarios_delta1	4.37585436918844e-05	0.00210903621229335	0.000201510452259546
Master_mconsumototal_lag1	4.25712157353292e-05	0.000334295490290048	0.000157703832203123
cforex_lag1	4.24830006086128e-05	0.000603631234394744	0.000122658536157984
cforex_sell_lag1	4.22646903241673e-05	0.0011643422165334	0.000105135888135415
ctarjeta_visa_descuentos_lag1	4.07134226404256e-05	0.000648493216105984	0.0001138972121467
mcheques_emitidos_lag1	4.03806415351997e-05	0.000373898624595873	7.88519161015613e-05
active_quarter_delta1	4.02582985230093e-05	0.00011813976948218	6.13292680789921e-05
Visa_delinquency_lag1	3.97744169829693e-05	2.67462184609048e-05	6.13292680789921e-05
ccajas_extracciones_delta1	3.66333361039331e-05	0.000349424379463803	0.000140181184180553
mprestamos_prendarios_lag1	3.56002244532818e-05	0.000430295163275909	8.76132401128459e-05
Visa_delinquency_delta1	3.46274069797037e-05	9.96823110346326e-05	7.00905920902767e-05
minversion1_pesos_lag1	3.42004314126821e-05	0.00103670107641671	0.0001138972121467
cforex_sell	3.4088598823123e-05	0.000338593809900869	7.88519161015613e-05
ccajas_consultas_lag1	3.37671116498821e-05	0.000251993598455608	0.000131419860169269
Master_mpagosdolares_delta1	3.25423681083346e-05	3.40460913616813e-05	0.0001138972121467
Master_msaldodolares_delta1	3.19958529763285e-05	0.00129611836040528	0.000140181184180553
cinversion2	3.15570554951286e-05	0.00127083153243018	0.000122658536157984
ccheques_emitidos_lag1	3.13105740253264e-05	0.000710563462891965	7.88519161015613e-05
tpaquete7_lag1	3.10471552242093e-05	0.000689871305557923	0.000192749128248261
Master_mpagosdolares	2.82931177868684e-05	2.81008562355496e-05	0.0001138972121467
